ActorId,obs_date,n_events_Sum_12M,AvgTone_Avg_12M,AvgTone_Max_12M,AvgTone_Min_12M,NumMentions_Sum_12M,NumMentions_Avg_12M,NumSources_Sum_12M,NumSources_Avg_12M,GoldsteinScale_Avg_12M,GoldsteinScale_Max_12M,GoldsteinScale_Min_12M
AAR_AFAR,12/31/2014,35,3.089889004,5.852516582,0,278,7,40,1,0.205714,7,-10
ABK_ABKHAZIANS,12/31/2014,33,2.515009595,5.263157895,-0.12987013,296,8,34,1,-0.015151,7,-10
ABR010_FREEMASON,12/31/2014,4,3.019740152,3.581267218,1.335158954,36,9,5,1,3.1,7,-5
ABR010_FREEMASONRY,12/31/2014,5,3.164584564,3.544554455,2.272727273,14,2,5,1,2.6,7.4,-6.5
ABW_ARUBA,12/31/2014,1,3.072625698,3.072625698,3.072625698,2,2,1,1,1.9,1.9,1.9
ADI_ADIVASI,12/31/2014,1,1.745200698,1.745200698,1.745200698,3,3,1,1,3,3,3
ADICVL_ADIVASI,12/31/2014,1,1.089217432,1.089217432,1.089217432,50,50,4,4,3.4,3.4,3.4
ADR030_KUMINA,12/31/2014,8,0.854700855,0.854700855,0.854700855,30,3,8,1,2.35,2.8,1.9
ADR040_MACUMBA,12/31/2014,3,2.432452945,3.825136612,1.736111111,22,7,3,1,-2,-2,-2
AFA_AFRICANS,12/31/2014,92,2.289988905,5.571847507,-10,900,9,160,1,1.113043,7.4,-10
AFG_AFGHAN,12/31/2014,295,2.093577749,7.575757576,0,2052,6,555,1,0.015932,10,-10
AFG_AFGHANISTAN,12/31/2014,1720,2.52249669,10.22727273,-9.459459459,12020,6,2608,1,1.043953,10,-10
AFG_AFGHANSITAN,12/31/2014,1,2.317976656,2.317976656,2.317976656,60,60,1,1,10,10,10
AFG_HERAT,12/31/2014,76,2.383357171,4.716981132,0.403225806,510,6,80,1,1.656578,8,-10
AFG_KABUL,12/31/2014,94,2.068077674,5.117565698,0,406,4,103,1,-0.65,8,-10
AFG_KANDAHAR,12/31/2014,18,2.418406411,8.280254777,0,83,4,18,1,-0.144444,10,-10
AFGBUS_AFGHANISTAN,12/31/2014,3,1.445600376,1.606425703,1.365187713,6,2,3,1,0,1,-2
AFGCOP_AFGHAN,12/31/2014,13,1.122457904,2.588996764,0.574712644,48,3,13,1,0.984615,6,-10
AFGCOP_AFGHANISTAN,12/31/2014,20,2.565998604,5.442176871,0.578034682,43,2,22,1,-0.75,6,-10
AFGCOP_HERAT,12/31/2014,8,1.949726236,2.770083102,1.204819277,72,9,8,1,1.6375,4,-5
AFGCOP_KABUL,12/31/2014,1,0.6,0.6,0.6,3,3,1,1,-10,-10,-10
AFGCVL_AFGHAN,12/31/2014,2,2.48867441,2.610759494,2.366589327,14,7,2,1,-4.05,1.9,-10
AFGCVL_AFGHANISTAN,12/31/2014,8,1.647873906,2.339181287,1.061571125,13,1,8,1,-3,7,-10
AFGCVL_HERAT,12/31/2014,2,2.494802495,2.494802495,2.494802495,20,10,2,1,1.7,3.4,0
AFGEDU_AFGHAN,12/31/2014,1,3.063063063,3.063063063,3.063063063,6,6,1,1,-4,-4,-4
AFGEDU_AFGHANISTAN,12/31/2014,6,1.483278061,2.247191011,1.101321586,10,1,6,1,3,7,1
AFGEDU_KABUL,12/31/2014,1,3.629032258,3.629032258,3.629032258,2,2,1,1,1.9,1.9,1.9
AFGELI_AFGHANISTAN,12/31/2014,1,1.312335958,1.312335958,1.312335958,10,10,1,1,0,0,0
AFGELI_BURHANUDDIN RABBANI,12/31/2014,1,2.721893491,2.721893491,2.721893491,10,10,1,1,-10,-10,-10
AFGGOV_AFGHAN,12/31/2014,20,2.303833661,3.464203233,1.509433962,120,6,24,1,3.805,8,-5
AFGGOV_AFGHANISTAN,12/31/2014,48,2.338912805,8.235294118,0,141,2,52,1,1.554166,10,-10
AFGGOV_ASHRAF GHANI,12/31/2014,23,1.815297773,4.047724206,0.280112045,138,6,26,1,0.321739,7,-9.5
AFGGOV_FOREIGN MINISTER ABDULLAH,12/31/2014,2,1.366836708,1.51416122,1.219512195,12,6,3,1,0,0,0
AFGGOV_HAMID KARZAI,12/31/2014,17,2.681723183,3.856749311,1.129943503,62,3,17,1,-0.047058,5,-10
AFGGOV_HERAT,12/31/2014,28,2.789124447,5.442176871,0.403225806,173,6,28,1,2.682142,7.4,0
AFGGOV_KABUL,12/31/2014,8,2.896885285,3.353293413,1.280558789,29,3,8,1,1.5,3.5,-9.5
AFGGOV_OMAR ZAKHILWAL,12/31/2014,2,1.736972705,1.736972705,1.736972705,12,6,2,1,8,8,8
AFGGOVEDU_AFGHAN,12/31/2014,1,4.507042254,4.507042254,4.507042254,6,6,1,1,7.4,7.4,7.4
AFGGOVMIL_AFGHAN,12/31/2014,2,2.553827751,2.651515152,2.456140351,8,4,2,1,3.4,3.4,3.4
AFGGOVMIL_AFGHANISTAN,12/31/2014,8,2.36055492,2.445652174,2.105263158,18,2,8,1,3.7625,8,1.9
AFGHLH_HERAT,12/31/2014,1,3.846153846,3.846153846,3.846153846,10,10,1,1,8.3,8.3,8.3
AFGINSTAL_TALIBAN,12/31/2014,154,2.247848331,8.895705521,-2.927721866,1461,9,228,1,-4.224675,9,-10
AFGINSTALOPP_TALIBAN,12/31/2014,6,1.777733342,2.655889145,0.836820084,28,4,6,1,4,7,-2
AFGINSTALREB_TALIBAN,12/31/2014,9,1.382626719,2.791461412,0.279329609,69,7,20,2,-8.666666,0,-10
AFGINSTALUAF_TALIBAN,12/31/2014,11,1.891455187,6.849315068,0,88,8,12,1,-6.818181,0,-10
AFGMED_AFGHAN,12/31/2014,3,2.228796844,2.958579882,0.769230769,12,4,3,1,-2.666666,1,-10
AFGMED_AFGHANISTAN,12/31/2014,6,1.767064234,2.21987315,0.617283951,14,2,8,1,-5.833333,0,-10
AFGMIL_AFGHAN,12/31/2014,10,2.214142712,3.11942959,0.574712644,72,7,10,1,1.55,7.4,-10
AFGMIL_AFGHANISTAN,12/31/2014,17,1.436304533,3.879310345,0,244,14,39,2,-3.347058,8.3,-10
AFGMOS_AFGHANISTAN,12/31/2014,2,1.480738363,2.247191011,0.714285714,4,2,2,1,1.7,3.4,0
AFGOPP_AFGHAN,12/31/2014,1,1.741293532,1.741293532,1.741293532,3,3,1,1,3,3,3
AFGPTY_AFGHAN,12/31/2014,2,2.532076303,2.927400468,2.136752137,12,6,2,1,-0.5,3,-4
AFGPTY_AFGHANISTAN,12/31/2014,2,2.297033568,2.927400468,1.666666667,3,1,2,1,-0.3,3.4,-4
AFGREB_AFGHAN,12/31/2014,1,2.250803859,2.250803859,2.250803859,3,3,1,1,3.5,3.5,3.5
AFGREB_AFGHANISTAN,12/31/2014,4,4.77389655,5.607476636,2.396514161,50,12,6,1,-6.65,3.4,-10
AFGUAF_AFGHANISTAN,12/31/2014,6,1.543658879,2.994011976,1.142857143,23,3,6,1,-10,-10,-10
AFR_AFRICA,12/31/2014,3229,2.309423714,12.96296296,-11.86433436,27913,8,5149,1,1.207184,10,-10
AFRBUS_AFRICA,12/31/2014,3,1.678020022,2.088305489,0.857449089,3,1,3,1,-1.766666,2.8,-10
AFRCOP_AFRICA,12/31/2014,13,0.705087364,2.485659656,-4.620203602,32,2,13,1,-4.046153,3,-9
AFRCRM_AFRICA,12/31/2014,4,3.718189863,5.044035228,2.392344498,29,7,4,1,4.875,7.4,1.9
AFRCVL_AFRICA,12/31/2014,226,1.99477613,8.219178082,-2.737752161,2088,9,448,1,2.491592,7.4,-10
AFREDU_AFRICA,12/31/2014,8,2.682954316,3.362831858,1.83639399,45,5,8,1,3.225,7,-5
AFRELI_AFRICA,12/31/2014,12,4.375745983,4.810922876,4.082869107,259,21,36,3,4.666666,7,0
AFRGOV_AFRICA,12/31/2014,53,3.182705139,9.533354658,0.294425826,413,7,68,1,1.50566,7,-6.5
AFRJUD_AFRICA,12/31/2014,35,1.217407761,5,0,91,2,38,1,-0.382857,7,-10
AFRLAB_AFRICA,12/31/2014,1,2.469135802,2.469135802,2.469135802,10,10,1,1,-10,-10,-10
AFRLEG_AFRICA,12/31/2014,6,0.782593739,2.941176471,0,34,5,6,1,1.933333,3,1
AFRMED_AFRICA,12/31/2014,12,2.627978749,4.102564103,0.464396285,31,2,12,1,2.116666,7.4,-4.4
AFRMIL_AFRICA,12/31/2014,31,2.830172373,6.216216216,1.425194191,326,10,37,1,-7.216129,7.4,-10
AFROPP_AFRICA,12/31/2014,1,1.896475405,1.896475405,1.896475405,8,8,2,2,-0.3,-0.3,-0.3
AFRREF_AFRICA,12/31/2014,11,2.785146458,3.697749196,2.211690363,186,16,17,1,1.763636,7,-6.5
AFRREL_AFRICA,12/31/2014,14,4.172951352,7.059125935,2.601156069,107,7,18,1,-0.457142,3,-5
AGO_ANGOLA,12/31/2014,75,2.605179647,5.625,-0.333889816,254,3,77,1,2.82,8,-5
AGO_ANGOLAN,12/31/2014,49,1.981107586,6.829268293,1,137,2,49,1,3.661224,8,-7.2
AGO_LUANDA,12/31/2014,5,1.173087939,1.738078311,0.606060606,22,4,6,1,0.94,2.8,0
AGOBUS_ANGOLA,12/31/2014,1,3.691275168,3.691275168,3.691275168,2,2,1,1,0,0,0
AGOGOV_ANGOLA,12/31/2014,30,1.529951886,3.691275168,0,128,4,31,1,1.08,7,-4
AGOGOV_ANGOLAN,12/31/2014,6,1.298112764,1.423487544,1.234567901,50,8,7,1,1.016666,3.4,-4
AGOREL_ANGOLA,12/31/2014,1,6.077348066,6.077348066,6.077348066,2,2,1,1,0,0,0
AGR_AGRICULTURALIST,12/31/2014,6,1.271121471,1.622874807,1.069556889,44,7,11,1,0.783333,2.8,0
AGR_FARM LABOURER,12/31/2014,1,3.136176066,3.136176066,3.136176066,6,6,1,1,3.4,3.4,3.4
AGR_FARM WORKER,12/31/2014,2,1.508855756,1.52173913,1.495972382,4,2,2,1,0,10,-10
AGR_FARMER,12/31/2014,604,2.361669523,7.766990291,-4.174023419,4842,8,740,1,0.740231,8,-10
AGR_FISHER,12/31/2014,62,2.799280543,5.646036916,-3.253012048,348,5,65,1,1.32258,7,-10
AGR_GRANGER,12/31/2014,9,2.624244534,4,1.275510204,40,4,9,1,2.844444,7,-4.4
AGR_RANCHER,12/31/2014,3,1.53035482,2.150537634,1.070663812,22,7,3,1,-2.466666,-0.4,-5
AGR_SHARECROPPER,12/31/2014,1,1.481042654,1.481042654,1.481042654,5,5,1,1,4,4,4
AGR_SUBSISTENCE FARMER,12/31/2014,3,2.8125,2.8125,2.8125,20,6,3,1,2.2,2.8,1.9
AHM_AHMADIS,12/31/2014,2,2.497398543,2.497398543,2.497398543,20,10,2,1,0,0,0
AIA_ANGUILLA,12/31/2014,1,5.457598657,5.457598657,5.457598657,2,2,1,1,1.9,1.9,1.9
AIAGOV_ANDREW GEORGE,12/31/2014,2,1.946945338,2.893890675,1,25,12,3,1,0.4,0.4,0.4
AKA_ASANTE,12/31/2014,1,3.112840467,3.112840467,3.112840467,4,4,1,1,0,0,0
ALB_ALBANIA,12/31/2014,700,2.55111975,7.99031477,0,3807,5,1105,1,1.119714,8.3,-10
ALB_ALBANIAN,12/31/2014,250,2.232702333,5.915492958,0,1581,6,399,1,-0.7188,7.4,-10
ALB_DURRES,12/31/2014,5,1.159133549,2.371541502,0,16,3,5,1,-0.46,2.8,-5
ALB_TIRANA,12/31/2014,67,2.61781663,5.970149254,0,566,8,139,2,1.471641,7.4,-10
ALBBUS_ALBANIA,12/31/2014,2,0.97799511,0.97799511,0.97799511,6,3,2,1,-4.4,-4.4,-4.4
ALBCOP_ALBANIAN,12/31/2014,10,1.16672304,5.524861878,0,69,6,13,1,-5.66,3.4,-10
ALBCOP_DURRES,12/31/2014,1,0,0,0,1,1,1,1,-5,-5,-5
ALBCRM_ALBANIAN,12/31/2014,1,0.448430493,0.448430493,0.448430493,6,6,1,1,-4,-4,-4
ALBCVL_ALBANIA,12/31/2014,2,1.021923983,1.162790698,0.881057269,12,6,2,1,-10,-10,-10
ALBCVL_ALBANIAN,12/31/2014,3,1.141480665,1.71989654,0,51,17,14,4,-0.333333,4,-5
ALBEDU_TIRANA,12/31/2014,2,7.99031477,7.99031477,7.99031477,16,8,2,1,3.4,3.4,3.4
ALBGOV_ALBANIA,12/31/2014,20,2.29814055,3.865979381,0.677870517,60,3,23,1,1.6,7,-10
ALBGOV_ALBANIAN,12/31/2014,10,4.759922933,5.960264901,0.735294118,78,7,13,1,2.8,5.2,-2
ALBGOV_EDMOND HAXHINASTO,12/31/2014,2,2.707485495,2.730407231,2.684563758,12,6,3,1,3.4,3.4,3.4
ALBGOV_TIRANA,12/31/2014,7,4.33885764,4.417670683,3.865979381,20,2,7,1,1.342857,3.4,1
ALBGOVGOVMED_EDMOND HAXHINASTO,12/31/2014,2,5.23255814,5.23255814,5.23255814,8,4,2,1,6,6,6
ALBGOVJUD_BUJAR NISHANI,12/31/2014,6,3.600782553,5.724637681,2.5,24,4,6,1,3.1,4,1.9
ALBGOVMED_ALBANIA,12/31/2014,6,1.164116273,1.869158879,0.46728972,33,5,7,1,4,4,4
ALBHLH_ALBANIA,12/31/2014,2,2.137335152,2.137335152,2.137335152,8,4,2,1,7.4,7.4,7.4
ALBJUD_ALBANIA,12/31/2014,2,2.958322748,4.195804196,1.7208413,3,1,2,1,-0.8,3.4,-5
ALBJUD_ALBANIAN,12/31/2014,10,1.603135046,2.173913043,0.941915228,104,10,41,4,-2.7,7,-5
ALBJUD_TIRANA,12/31/2014,1,4.452359751,4.452359751,4.452359751,8,8,1,1,7,7,7
ALBLEG_ALBANIA,12/31/2014,3,2.919330427,3.147815343,2.612481858,8,2,4,1,1.266666,1.9,0
ALBMED_ALBANIA,12/31/2014,10,3.217540516,3.947368421,2.121194414,20,2,15,1,1.27,2.8,1
ALBMIL_ALBANIA,12/31/2014,19,1.993434449,2.624671916,1.140510051,97,5,37,1,-6.652631,7.4,-10
ALBMIL_ALBANIAN,12/31/2014,17,1.947099758,3.896103896,0.945674044,257,15,33,1,-3.564705,7.4,-10
ALBOPP_ALBANIAN,12/31/2014,1,0,0,0,3,3,1,1,-10,-10,-10
ALBPTY_ALBANIAN,12/31/2014,1,4.424778761,4.424778761,4.424778761,3,3,1,1,1,1,1
ALBREF_ALBANIA,12/31/2014,1,2.814070352,2.814070352,2.814070352,2,2,1,1,7.4,7.4,7.4
ALBREL_ALBANIA,12/31/2014,1,2.941176471,2.941176471,2.941176471,2,2,1,1,3.4,3.4,3.4
ALBSEP_ALBANIAN,12/31/2014,1,1.161103048,1.161103048,1.161103048,6,6,1,1,-10,-10,-10
ALT_ALTAY,12/31/2014,4,2.650356779,2.650356779,2.650356779,8,2,4,1,7,7,7
AND_ANDORRA,12/31/2014,21,3.720641687,5.267489712,2.085402185,169,8,35,1,2.723809,7,-7
AND_ANDORRAN,12/31/2014,2,5.027932961,5.027932961,5.027932961,14,7,2,1,5,5,5
APA_APACHE,12/31/2014,6,1.077556632,1.36286201,0.831600832,35,5,6,1,-3.55,4,-10
APABUS_APACHE,12/31/2014,2,0.064625413,5.033557047,-4.90430622,8,4,2,1,-5.5,-2,-9
APAMIL_APACHE,12/31/2014,4,1.842645647,2.413793103,1.250874095,80,20,8,2,2.675,3,1.9
ARE_ABU DHABI,12/31/2014,401,3.036689606,9.550561798,0,3958,9,560,1,3.186533,8,-10
ARE_ARAB EMIRATES,12/31/2014,5,3.479784722,3.780068729,2.631578947,26,5,5,1,0.9,6,-5
ARE_DUBAI,12/31/2014,405,3.095238893,10.11235955,0,3115,7,816,2,1.970123,10,-10
ARE_EMIRATI,12/31/2014,31,3.484280269,5.83090379,0.829187396,206,6,41,1,1.419354,7,-10
ARE_UNITED ARAB EMIRATES,12/31/2014,495,3.393879978,11.32478632,-1.098901099,1870,3,606,1,2.372323,10,-10
AREBUS_ABU DHABI,12/31/2014,14,1.842700219,3.225806452,0.574712644,114,8,14,1,2.457142,5,-5
AREBUS_DUBAI,12/31/2014,7,4.039848681,4.32155023,3.125,27,3,7,1,1.642857,4,0
AREBUS_UNITED ARAB EMIRATES,12/31/2014,13,2.72781548,7.074175824,1.311188811,75,5,21,1,3.515384,7,0.4
ARECOP_ABU DHABI,12/31/2014,2,8.130081301,8.130081301,8.130081301,8,4,2,1,5.2,7,3.4
ARECOP_DUBAI,12/31/2014,4,1.643661851,1.973684211,0.653594771,20,5,4,1,1.875,2.8,0
ARECOP_UNITED ARAB EMIRATES,12/31/2014,5,3.595109917,8.130081301,0.653594771,9,1,5,1,2.36,7,-2
ARECVL_DUBAI,12/31/2014,1,3.519061584,3.519061584,3.519061584,6,6,1,1,-2,-2,-2
ARECVL_EMIRATI,12/31/2014,1,2.403846154,2.403846154,2.403846154,5,5,1,1,3.5,3.5,3.5
AREGOV_ABDALLAH BIN ZAYID AL NUHAYYAN,12/31/2014,1,0.641025641,0.641025641,0.641025641,6,6,1,1,1,1,1
AREGOV_ABU DHABI,12/31/2014,71,5.584349029,8.270676692,0.507614213,440,6,75,1,3.414084,7,0
AREGOV_DUBAI,12/31/2014,6,4.091784383,5.800464037,2.702702703,24,4,6,1,2.133333,3.4,0
AREGOV_EMIRATI,12/31/2014,2,3.358778626,3.358778626,3.358778626,20,10,2,1,4,4,4
AREGOV_SULTAN BIN SAEED AL MANSOURI,12/31/2014,4,3.743265993,4,3.454545455,34,8,4,1,0.5,1,0
AREGOV_UNITED ARAB EMIRATES,12/31/2014,8,3.931791071,6.645056726,1.736111111,20,2,8,1,2.65,4,-2
AREGOVBUS_UNITED ARAB EMIRATES,12/31/2014,1,2.173913043,2.173913043,2.173913043,10,10,1,1,-5,-5,-5
ARELEG_DUBAI,12/31/2014,1,3.722084367,3.722084367,3.722084367,6,6,1,1,1.9,1.9,1.9
ARELEG_UNITED ARAB EMIRATES,12/31/2014,2,4.332755633,4.332755633,4.332755633,2,1,2,1,2.35,2.8,1.9
AREMED_UNITED ARAB EMIRATES,12/31/2014,2,3.346855984,3.346855984,3.346855984,2,1,2,1,2.35,2.8,1.9
AREMIL_ABU DHABI,12/31/2014,14,2.437249603,5.531914894,1.153846154,103,7,15,1,4.342857,7,-2
ARG_ACONCAGUA,12/31/2014,1,3.82585752,3.82585752,3.82585752,10,10,1,1,1.9,1.9,1.9
ARG_ARGENTINA,12/31/2014,661,2.957806749,10.71428571,-6.761565836,3372,5,998,1,1.340393,10,-10
ARG_ARGENTINE,12/31/2014,183,2.480198011,9.375,-6.895012015,1530,8,333,1,1.48306,7.4,-10
ARG_ARGENTINEAN,12/31/2014,5,2.65070249,4.504504505,1.192842942,69,13,11,2,2.58,4,0
ARG_ARGENTINIAN,12/31/2014,75,3.168356949,5.214723926,0,471,6,99,1,2.084,8,-10
ARG_BUENOS AIRES,12/31/2014,86,3.282868165,7.76119403,1.015228426,458,5,163,1,1.894186,7,-10
ARG_GALAN,12/31/2014,35,2.235386072,3.749534432,0.859598854,230,6,45,1,3.414285,7.4,-5
ARG_MORON,12/31/2014,8,3.280137999,4.11622276,2.46956321,27,3,9,1,-0.875,7,-5
ARG_ROSARIO,12/31/2014,51,2.252811885,5.27325024,0.588235294,377,7,65,1,0.282352,10,-10
ARGBUS_ARGENTINA,12/31/2014,5,1.738682742,3.191489362,0.831024931,22,4,5,1,3.5,6,1.9
ARGCHR_ARGENTINA,12/31/2014,1,4.109589041,4.109589041,4.109589041,6,6,1,1,2.8,2.8,2.8
ARGELI_ARGENTINA,12/31/2014,1,4.09556314,4.09556314,4.09556314,2,2,1,1,6,6,6
ARGELI_BUENOS AIRES,12/31/2014,9,3.104791597,3.392330383,2.70602706,38,4,27,3,-0.222222,0,-2
ARGELI_ROSARIO,12/31/2014,1,5,5,5,4,4,1,1,7.4,7.4,7.4
ARGGOV_ARGENTINA,12/31/2014,16,3.205956649,5.263157895,1.740139211,44,2,19,1,1.41875,7,-2
ARGGOV_ARGENTINE,12/31/2014,13,3.106013572,4.213737635,1.740139211,81,6,18,1,2.46923,8,-0.4
ARGGOV_ARGENTINEAN,12/31/2014,1,1.93236715,1.93236715,1.93236715,2,2,1,1,2.8,2.8,2.8
ARGGOV_ARGENTINIAN,12/31/2014,3,1.892740411,2.947845805,1.365187713,13,4,3,1,2,4,1
ARGGOV_BUENOS AIRES,12/31/2014,6,2.239362683,2.422145329,2.14797136,28,4,6,1,3.45,4,1.9
ARGGOV_ROSARIO,12/31/2014,1,1.397515528,1.397515528,1.397515528,5,5,1,1,-2,-2,-2
ARGGOVBUS_HECTOR TIMERMAN,12/31/2014,4,2.670892703,3.03030303,1.805054152,18,4,5,1,2.75,8,1
ARGGOVMIL_ARGENTINA,12/31/2014,2,2.446043165,2.446043165,2.446043165,4,2,2,1,0,0,0
ARGHRI_ARGENTINE,12/31/2014,1,1.492537313,1.492537313,1.492537313,3,3,1,1,0,0,0
ARGJEW_ARGENTINA,12/31/2014,4,2.481861553,2.58503614,2.378686965,8,2,6,1,7,7,7
ARGJEW_ARGENTINIAN,12/31/2014,5,2.897804578,3.10880829,2.053789731,11,2,5,1,1.6,4,1
ARGJEW_BUENOS AIRES,12/31/2014,1,1.766304348,1.766304348,1.766304348,5,5,1,1,3.4,3.4,3.4
ARGJUD_ARGENTINA,12/31/2014,3,2.803161751,3.076923077,2.255639098,8,2,3,1,0.333333,3,-5
ARGJUD_ARGENTINE,12/31/2014,4,0.625156361,0.699300699,0.440528634,48,12,6,1,1,1,1
ARGJUD_ROSARIO,12/31/2014,1,1.968503937,1.968503937,1.968503937,3,3,1,1,-10,-10,-10
ARGMED_ARGENTINA,12/31/2014,1,3.929024081,3.929024081,3.929024081,2,2,1,1,0,0,0
ARGMED_ARGENTINAN,12/31/2014,2,3.064413033,3.101920236,3.02690583,12,6,2,1,-2,-2,-2
ARGMED_ARGENTINEAN,12/31/2014,3,0,0,0,26,8,3,1,5.333333,8,0
ARGMED_ARGENTINIAN,12/31/2014,7,3.56252902,6.346153846,3.098591549,28,4,7,1,2.5,3.4,1.9
ARGMED_BUENOS AIRES,12/31/2014,1,2.287581699,2.287581699,2.287581699,10,10,1,1,0,0,0
ARGMED_GALAN,12/31/2014,1,1.853938398,1.853938398,1.853938398,60,60,5,5,-0.1,-0.1,-0.1
ARGMIL_ARGENTINA,12/31/2014,1,2.777777778,2.777777778,2.777777778,2,2,1,1,3.4,3.4,3.4
ARGREL_ARGENTINA,12/31/2014,6,2.474415114,4.941176471,0.273597811,14,2,7,1,0.966666,3.4,-2
ARGREL_ARGENTINE,12/31/2014,1,0.273597811,0.273597811,0.273597811,6,6,1,1,0,0,0
ARGREL_BUENOS AIRES,12/31/2014,16,3.432307164,5.960264901,2.290076336,88,5,20,1,3.2,7,1.9
ARGREL_ROSARIO,12/31/2014,2,1.230228471,1.230228471,1.230228471,60,30,2,1,2.7,7.4,-2
ARM_ARMENIA,12/31/2014,1701,2.344416655,7.486631016,-7.826086957,8223,4,1961,1,1.638977,10,-10
ARM_ARMENIAN,12/31/2014,867,2.310633331,13.01369863,-8.197861219,5702,6,907,1,1.179815,10,-10
ARM_YEREVAN,12/31/2014,295,2.203914022,6.690140845,-3.250975293,2564,8,304,1,1.809152,8,-10
ARMBUS_ARMENIA,12/31/2014,2,0.651465798,0.651465798,0.651465798,4,2,2,1,0,0,0
ARMBUS_ARMENIAN,12/31/2014,4,2.27192193,2.587322122,1.956521739,34,8,4,1,3.2,6.4,0
ARMCHR_ARMENIA,12/31/2014,5,1.922653551,2.645502646,1.158301158,11,2,5,1,1.54,2.8,1
ARMCHR_ARMENIAN,12/31/2014,4,1.302291075,1.446280992,1.158301158,8,2,4,1,-2.325,2.8,-7
ARMCOP_ARMENIA,12/31/2014,2,0.787401575,0.787401575,0.787401575,2,1,2,1,1,1,1
ARMCOP_ARMENIAN,12/31/2014,4,2.707723931,4.316546763,1.098901099,18,4,4,1,4.675,7,1.9
ARMCVL_ARMENIA,12/31/2014,23,1.688256821,4.081700653,0.680272109,53,2,25,1,0.234782,8.3,-5
ARMCVL_ARMENIAN,12/31/2014,16,1.834610835,4.241071429,0.680272109,91,5,16,1,-1.2125,7,-10
ARMEDU_ARMENIA,12/31/2014,2,1.546391753,1.546391753,1.546391753,2,1,2,1,2.35,2.8,1.9
ARMEDU_ARMENIAN,12/31/2014,1,1.255230126,1.255230126,1.255230126,3,3,1,1,-2,-2,-2
ARMELI_ARMENIA,12/31/2014,1,1.630434783,1.630434783,1.630434783,1,1,1,1,7,7,7
ARMELI_ARMENIAN,12/31/2014,2,3.516787881,4.932735426,2.100840336,18,9,2,1,3.15,3.5,2.8
ARMELI_LEVON TER PETROSYAN,12/31/2014,1,2.197802198,2.197802198,2.197802198,10,10,1,1,1,1,1
ARMELIGOV_LEVON TER PETROSYAN,12/31/2014,2,2.197802198,2.197802198,2.197802198,40,20,2,1,1,1,1
ARMGOV_ARMENIA,12/31/2014,498,3.110789649,9.375,0,5355,10,1935,3,2.551606,8,-10
ARMGOV_ARMENIAN,12/31/2014,96,2.644469643,13.19444444,0,548,5,102,1,1.65625,7,-7.2
ARMGOV_OVIK ABRAMYAN,12/31/2014,1,1.403508772,1.403508772,1.403508772,2,2,1,1,4,4,4
ARMGOV_YEREVAN,12/31/2014,3,1.100244499,3.300733496,0,13,4,3,1,2,4,1
ARMGOV_YERVAND ZAKHARYAN,12/31/2014,2,2.745098039,2.745098039,2.745098039,4,2,2,1,2.35,2.8,1.9
ARMGOVAGR_ARMENIA,12/31/2014,5,1.288837745,3.222094361,0,74,14,5,1,1.32,2.8,0
ARMGOVAGR_SERGO KARAPETYAN,12/31/2014,10,2.240911346,2.5,1.277372263,42,4,10,1,5.74,8,1.9
ARMGOVEDU_ARMEN ASHOTIAN,12/31/2014,4,3.61690058,3.680981595,3.424657534,18,4,4,1,0.75,1,0
ARMGOVEDU_ARMENIA,12/31/2014,1,3.846153846,3.846153846,3.846153846,2,2,1,1,1,1,1
ARMGOVEDU_ARMENIAN,12/31/2014,1,3.680981595,3.680981595,3.680981595,6,6,1,1,1,1,1
ARMGOVJUD_ARMENIA,12/31/2014,2,0.714367721,0.722021661,0.706713781,3,1,2,1,1,1,1
ARMGOVJUD_ARMENIAN,12/31/2014,2,0.714367721,0.722021661,0.706713781,9,4,2,1,1,1,1
ARMGOVMIL_ARMENIA,12/31/2014,44,1.81525504,5.714285714,0,114,2,44,1,3.245454,8,-4
ARMGOVMIL_ARMENIAN,12/31/2014,6,3.50877193,4.048582996,2.429149798,18,3,6,1,1,1,1
ARMLAB_YEREVAN,12/31/2014,3,2.013422819,2.013422819,2.013422819,10,3,3,1,4,4,4
ARMLEG_ARMENIA,12/31/2014,35,1.657051448,3.521126761,0,127,3,35,1,1.322857,6,-2
ARMLEG_ARMENIAN,12/31/2014,38,2.311781311,3.432494279,0,236,6,38,1,0.23421,6,-10
ARMMED_ARMENIA,12/31/2014,51,2.467011856,7.317073171,0,216,4,51,1,2.837254,10,-7
ARMMED_ARMENIAN,12/31/2014,50,1.674754399,4.932735426,0,501,10,50,1,2.152,8,-10
ARMMED_YEREVAN,12/31/2014,3,1.468086305,1.546391753,1.31147541,5,1,3,1,1.7,2.8,0.4
ARMMIL_ARMENIA,12/31/2014,4,1.662458271,2.222222222,1.290322581,14,3,4,1,-3.825,2.8,-10
ARMMIL_ARMENIAN,12/31/2014,2,2.222222222,2.222222222,2.222222222,6,3,2,1,-10,-10,-10
ARMOPP_ARMENIA,12/31/2014,3,4.665722997,4.87804878,4.241071429,11,3,3,1,-3.5,-2,-6.5
ARMOPP_ARMENIAN,12/31/2014,3,1.248439451,1.248439451,1.248439451,67,22,3,1,6.4,6.4,6.4
ARMREL_ARMENIA,12/31/2014,11,2.153124597,4.444444444,0.862068966,17,1,11,1,1.063636,7.4,-2
