ActorId,obs_date,n_events_Sum_12M,AvgTone_Avg_12M,AvgTone_Max_12M,AvgTone_Min_12M,NumMentions_Sum_12M,NumMentions_Avg_12M,NumSources_Sum_12M,NumSources_Avg_12M,GoldsteinScale_Avg_12M,GoldsteinScale_Max_12M,GoldsteinScale_Min_12M
DEU_HANNOVER,12/31/2015,10,3.156454342,6.756756757,0,35,3,10,1,2.38,7.4,-2
DEU_HANOVER,12/31/2015,56,0.605034304,8,-10.76233184,549,9,71,1,0.828571,7.4,-10
DEU_KOLN,12/31/2015,1,3.157894737,3.157894737,3.157894737,2,2,1,1,4,4,4
DEU_LEIPZIG,12/31/2015,39,-0.053594198,4.534606205,-4.773869347,849,21,177,4,2.492307,7,-6.5
DEU_LOWER SAXONY,12/31/2015,2,-0.238891543,-0.238891543,-0.238891543,4,2,2,1,2.35,2.8,1.9
DEU_LUBECK,12/31/2015,8,-2.505304338,1.536772777,-7.584269663,71,8,11,1,1.2,4,-0.4
DEU_MANNHEIM,12/31/2015,5,0.65654375,3.992015968,-4.15,35,7,5,1,-0.26,4,-10
DEU_MUNICH,12/31/2015,822,0.595162812,6.844106464,-12.29508197,7409,9,1688,2,2.017518,10,-10
DEU_NUREMBERG,12/31/2015,79,-2.610989547,3.937007874,-8.627717391,619,7,86,1,-0.113924,10,-10
DEU_NURNBERG,12/31/2015,4,2.871430301,2.875477089,2.867383513,25,6,10,2,4,4,4
DEU_PALATINATE,12/31/2015,5,-1.359622874,-0.87804878,-1.680672269,27,5,5,1,2.44,2.8,1.9
DEU_RHINELAND,12/31/2015,11,-3.179144752,0.46728972,-4.225352113,38,3,11,1,-3.954545,1,-10
DEU_ROSTOCK,12/31/2015,3,2.78438986,5.151515152,-1.949860724,24,8,3,1,2.2,2.8,1.9
DEU_RUHR,12/31/2015,1,0.684931507,0.684931507,0.684931507,10,10,1,1,7,7,7
DEU_STUTTGART,12/31/2015,66,-0.476149379,8.050847458,-7.15835141,642,9,136,2,3.260606,8,-2
DEU_THURINGIA,12/31/2015,2,-0.585478604,-0.585478604,-0.585478604,24,12,4,2,2.35,2.8,1.9
DEU_WEIMAR,12/31/2015,24,2.043021704,4.175265995,-2.82284231,111,4,29,1,2.020833,6,-5
DEU_WURZBURG,12/31/2015,1,1.34529148,1.34529148,1.34529148,6,6,1,1,1.9,1.9,1.9
DEUBUS_BERLIN,12/31/2015,2,1.727107195,4.580152672,-1.125938282,11,5,2,1,1.45,1.9,1
DEUBUS_COLOGNE,12/31/2015,2,-5.956112853,-5.956112853,-5.956112853,4,2,2,1,3.4,3.4,3.4
DEUBUS_DORTMUND,12/31/2015,6,0.99009901,0.99009901,0.99009901,10,1,6,1,1,1,1
DEUBUS_DUSSELDORF,12/31/2015,1,4.022988506,4.022988506,4.022988506,10,10,1,1,6,6,6
DEUBUS_FRANKFURT,12/31/2015,1,6.12244898,6.12244898,6.12244898,2,2,1,1,1.9,1.9,1.9
DEUBUS_GERMAN,12/31/2015,68,-1.064749339,6.194690265,-7.896583256,1078,15,182,2,0.833823,8,-10
DEUBUS_GERMANY,12/31/2015,47,-1.207466876,7.251908397,-9.929078014,268,5,90,1,0.851063,7,-9.2
DEUBUS_MUNICH,12/31/2015,3,3.107164467,3.743315508,1.834862385,18,6,3,1,4.666666,8,3
DEUCHR_GERMANY,12/31/2015,4,2.428447528,2.428447528,2.428447528,16,4,4,1,1,1,1
DEUCHRCTH_GERMAN,12/31/2015,2,-2.28232503,-1.897983393,-2.666666667,12,6,2,1,4,4,4
DEUCHRCTH_GERMANY,12/31/2015,1,0,0,0,2,2,1,1,7.4,7.4,7.4
DEUCOP_BERLIN,12/31/2015,2,-12.20118746,-12.12121212,-12.28116281,21,10,6,3,-5,-5,-5
DEUCOP_BRUNSWICK,12/31/2015,1,-2.606310014,-2.606310014,-2.606310014,4,4,1,1,3,3,3
DEUCOP_COLOGNE,12/31/2015,1,-6.046511628,-6.046511628,-6.046511628,10,10,1,1,-2,-2,-2
DEUCOP_FRANKFURT,12/31/2015,1,-1.119402985,-1.119402985,-1.119402985,5,5,1,1,2.8,2.8,2.8
DEUCOP_GERMAN,12/31/2015,23,-5.299213466,-0.699300699,-12.28116281,246,10,55,2,-1.991304,4,-10
DEUCOP_GERMANY,12/31/2015,42,-5.491950476,-0.412249706,-12.33138033,447,10,132,3,-1.973809,7,-10
DEUCOP_NUREMBERG,12/31/2015,1,-4.587155963,-4.587155963,-4.587155963,7,7,1,1,1,1,1
DEUCVL_GERMAN,12/31/2015,33,-2.552009142,3.871829105,-9.090909091,267,8,49,1,2.515151,7.4,-10
DEUCVL_GERMANY,12/31/2015,39,-0.654791814,5.519480519,-8.562691131,151,3,50,1,1.420512,7,-10
DEUCVL_HAMBURG,12/31/2015,3,-0.744406181,0,-1.117854507,72,24,9,3,-4,-4,-4
DEUEDU_AACHEN,12/31/2015,1,6.341463415,6.341463415,6.341463415,10,10,1,1,1.9,1.9,1.9
DEUEDU_BONN,12/31/2015,2,-2.866959675,-2.541106129,-3.19281322,4,2,2,1,0.2,0.4,0
DEUEDU_BREMEN,12/31/2015,2,1.940035273,1.940035273,1.940035273,12,6,2,1,7,7,7
DEUEDU_COLOGNE,12/31/2015,1,-8.737864078,-8.737864078,-8.737864078,10,10,1,1,7,7,7
DEUEDU_GERMAN,12/31/2015,5,-0.866125363,1.984126984,-3.333333333,28,5,5,1,-1.64,2.8,-5
DEUEDU_GERMANY,12/31/2015,15,0.599284453,5.416666667,-2.541106129,102,6,21,1,1.073333,2.8,-5
DEUEDU_HAMBURG,12/31/2015,2,-6.5351418,-6.5351418,-6.5351418,8,4,2,1,0,0,0
DEUEDU_HANNOVER,12/31/2015,1,0.721784777,0.721784777,0.721784777,5,5,1,1,0,0,0
DEUEDU_HANOVER,12/31/2015,14,1.568005436,1.616915423,1.337792642,170,12,18,1,2.35,2.8,1.9
DEUEDU_LEIPZIG,12/31/2015,3,2.509233475,3.432137285,2.04778157,20,6,3,1,1.066666,4,-0.4
DEUELI_GERMAN,12/31/2015,11,-2.929933945,1.83044316,-10.23622047,44,4,12,1,0.054545,7,-5
DEUELI_GERMANY,12/31/2015,2,8.620689655,8.620689655,8.620689655,4,2,2,1,4,4,4
DEUELI_HELMUT KOHL,12/31/2015,5,-1.487262737,-1.116071429,-2.972027972,8,1,5,1,4.48,6.4,4
DEUELI_HELMUT SCHMIDT,12/31/2015,2,-4.639543183,-4.639543183,-4.639543183,4,2,2,1,3,3,3
DEUELIGOV_HELMUT KOHL,12/31/2015,8,-4.690263833,-0.22172949,-6.179775281,58,7,8,1,5,8,0
DEUGOV_AACHEN,12/31/2015,1,3.494693289,3.494693289,3.494693289,21,21,3,3,-0.4,-0.4,-0.4
DEUGOV_ANGELA MERKEL,12/31/2015,1437,-0.414614345,6.493819743,-10.71428571,11756,8,3033,2,2.986082,10,-10
DEUGOV_BAVARIA,12/31/2015,9,-0.240672425,2.489626556,-3.370445739,33,3,11,1,2.633333,7,0
DEUGOV_BERLIN,12/31/2015,61,-1.407387357,5.660377358,-9.708737864,393,6,78,1,2.427868,10,-7
DEUGOV_BONN,12/31/2015,1,-2.213666987,-2.213666987,-2.213666987,2,2,1,1,3.5,3.5,3.5
DEUGOV_DEUTSCHE,12/31/2015,1,-2.97029703,-2.97029703,-2.97029703,3,3,1,1,0,0,0
DEUGOV_GERHARD SCHROEDER,12/31/2015,2,-4.639543183,-4.639543183,-4.639543183,4,2,2,1,3,3,3
DEUGOV_GERMAN,12/31/2015,1439,-0.780363709,7.905982906,-11.18665085,19378,13,3762,2,2.276997,10,-10
DEUGOV_GERMANY,12/31/2015,1482,-0.869136761,7.905982906,-17.75700935,8518,5,3172,2,2.495344,10,-10
DEUGOV_JOSCHKA FISCHER,12/31/2015,1,3.797468354,3.797468354,3.797468354,2,2,1,1,3.4,3.4,3.4
DEUGOV_LUBECK,12/31/2015,6,-2.242990654,-2.242990654,-2.242990654,20,3,6,1,7,7,7
DEUGOV_MUNICH,12/31/2015,6,2.062175494,5.681818182,-1.404887323,250,41,40,6,2.233333,3.5,1
DEUGOV_PETER WITTIG,12/31/2015,18,-5.341216594,3.717948718,-6.214441921,208,11,66,3,1.966666,7,-5
DEUGOV_THOMAS DE MAIZIERE,12/31/2015,20,-6.001241501,-0.793650794,-9.392265193,206,10,44,2,-0.435,3.4,-5
DEUGOV_WOLFGANG ISCHINGER,12/31/2015,22,0.059265565,2.079109846,-6.850459482,100,4,34,1,2.50909,8,-4.4
DEUGOV_WOLFGANG SCHAEUBLE,12/31/2015,20,-1.262382504,3.002309469,-3.718199609,933,46,117,5,1.61,7,-4.4
DEUGOVAGR_GERMAN,12/31/2015,1,0.564971751,0.564971751,0.564971751,3,3,1,1,0,0,0
DEUGOVBUS_ANGELA MERKEL,12/31/2015,1,-0.67114094,-0.67114094,-0.67114094,5,5,1,1,4,4,4
DEUGOVBUS_GERMANY,12/31/2015,2,-3.691088085,-3.511135189,-3.871040981,4,2,3,1,0,0,0
DEUGOVBUS_PETER RAMSAUER,12/31/2015,6,-3.543496843,-3.070646029,-4.065934066,64,10,47,7,-4,-2,-5
DEUGOVCHR_ANGELA MERKEL,12/31/2015,3,-1.835607537,3.703703704,-4.605263158,12,4,3,1,2,3,0
DEUGOVCOP_ANGELA MERKEL,12/31/2015,1,-3.160825148,-3.160825148,-3.160825148,29,29,7,7,1.9,1.9,1.9
DEUGOVGOVMIL_THOMAS DE MAIZIERE,12/31/2015,3,-4.745220122,-4.745220122,-4.745220122,9,3,6,2,2,6,0
DEUGOVGOVPTY_ANGELA MERKEL,12/31/2015,2,-7.558139535,-7.558139535,-7.558139535,7,3,2,1,0.4,0.4,0.4
DEUGOVHLH_GERMAN,12/31/2015,2,-4.201292705,-4.016620499,-4.385964912,12,6,2,1,1.9,1.9,1.9
DEUGOVJUD_SABINE LEUTHEUSSER SCHNARRENBERGER,12/31/2015,2,3.220338983,3.220338983,3.220338983,12,6,2,1,-2,-2,-2
DEUGOVLAB_GERMANY,12/31/2015,2,-2.68346216,-2.68346216,-2.68346216,6,3,2,1,7,7,7
DEUGOVLAB_URSULA VON DER LEYEN,12/31/2015,11,0.681372366,2.522522523,-4.489839632,181,16,58,5,-1.818181,4,-10
DEUGOVLABGOVMIL_URSULA VON DER LEYEN,12/31/2015,10,-1.692500283,1.785714286,-5.167693361,69,6,23,2,2.2,4,0.4
DEUGOVMED_ANGELA MERKEL,12/31/2015,14,1.766110888,2.564102564,1.036866359,66,4,24,1,0.714285,4,0
DEUGOVMED_GERMAN,12/31/2015,3,-3.130488579,3.313253012,-9.404388715,11,3,3,1,-4.066666,0,-7.2
DEUGOVMED_GERMANY,12/31/2015,2,-3.132644801,-2.964959569,-3.300330033,2,1,2,1,1.7,3.4,0
DEUGOVMIL_GERMAN,12/31/2015,19,-0.150056825,3.651214965,-3.946350271,145,7,27,1,1.363157,8.3,-7.2
DEUGOVMIL_GERMANY,12/31/2015,21,-0.519848993,1.83044316,-3.773584906,66,3,25,1,4.528571,8,-7.2
DEUHLH_GERMAN,12/31/2015,5,-3.120776041,1.917808219,-8.580858086,21,4,5,1,2.74,6,0
DEUHLH_GERMANY,12/31/2015,18,-2.557924894,2.52331322,-8.992704826,52,2,26,1,0.9,3.4,-6.5
DEUJEW_GERMANY,12/31/2015,2,-5.04587156,-5.04587156,-5.04587156,3,1,2,1,0,0,0
DEUJUD_DORTMUND,12/31/2015,2,-4.562737643,-4.562737643,-4.562737643,2,1,2,1,-2,-2,-2
DEUJUD_DUESSELDORF,12/31/2015,2,-4.733283246,-4.733283246,-4.733283246,4,2,2,1,4,4,4
DEUJUD_GERMAN,12/31/2015,7,-3.27968176,2.748414376,-12.23021583,90,12,10,1,-2.485714,2.8,-10
DEUJUD_GERMANY,12/31/2015,16,-4.763376023,0,-12.94401819,50,3,17,1,-0.9375,7,-10
DEUJUD_HAMBURG,12/31/2015,4,-4.070145694,-1.383399209,-7.744107744,18,4,4,1,-4,3,-10
DEUJUD_HANOVER,12/31/2015,2,-7.687661832,-7.687661832,-7.687661832,4,2,4,2,-10,-10,-10
DEUJUD_NUREMBERG,12/31/2015,3,-4.883032604,1.633986928,-8.201058201,22,7,3,1,-1,4,-5
DEUJUD_NURNBERG,12/31/2015,2,-7.475445058,-6.111111111,-8.839779006,15,7,3,1,-4.4,-4.4,-4.4
DEULAB_BERLIN,12/31/2015,2,-5.193125116,-5.193125116,-5.193125116,10,5,2,1,-6.5,-6.5,-6.5
DEULAB_GERMANY,12/31/2015,1,5.504587156,5.504587156,5.504587156,2,2,1,1,7,7,7
DEULEG_BERLIN,12/31/2015,3,-1.49594291,2.689204764,-3.588516746,9,3,3,1,0.4,0.4,0.4
DEULEG_BUNDESTAG,12/31/2015,66,-1.091266746,4.873742002,-12.19512195,492,7,92,1,1.448484,8,-6.5
DEULEG_GERMAN,12/31/2015,23,-1.740359065,3.896103896,-8.02919708,412,17,78,3,0.282608,4,-5
DEULEG_GERMANY,12/31/2015,51,0.195630526,3.711340206,-8.02919708,297,5,61,1,2.603921,7,-5
DEULEGCOP_BUNDESTAG,12/31/2015,3,0.788442257,3.623188406,-0.628930818,25,8,3,1,-1.533333,0.4,-5
DEULEGGOV_BUNDESTAG,12/31/2015,2,3.418803419,3.418803419,3.418803419,10,5,2,1,0,0,0
DEUMED_BERLIN,12/31/2015,7,-0.484426725,2.222222222,-4.470588235,20,2,7,1,-0.7,3.4,-10
DEUMED_DER SPIEGEL,12/31/2015,50,-3.530690026,2.91704649,-10.05830904,412,8,78,1,0.582,8,-6.5
DEUMED_GERMAN,12/31/2015,74,-2.876877312,3.358208955,-9.523809524,502,6,97,1,0.501351,10,-10
DEUMED_GERMANY,12/31/2015,90,-1.795859227,4.352368919,-9.523809524,403,4,204,2,0.871111,10,-10
DEUMED_MUNICH,12/31/2015,2,2.678571429,2.678571429,2.678571429,7,3,2,1,0.4,0.4,0.4
DEUMIL_BAVARIA,12/31/2015,1,0.992555831,0.992555831,0.992555831,30,30,2,2,4,4,4
DEUMIL_GERMAN,12/31/2015,73,-2.807988941,4.081632653,-7.894736842,1950,26,335,4,2.743835,10,-10
DEUMIL_GERMANY,12/31/2015,84,-2.428897463,2.789699571,-9.823220627,340,4,162,1,1.623809,8.3,-10
DEUOPP_BERLIN,12/31/2015,1,-11.0701107,-11.0701107,-11.0701107,5,5,1,1,3.4,3.4,3.4
DEUOPP_GERMAN,12/31/2015,8,-2.509806917,1.492537313,-7.86163522,24,3,8,1,2.625,8.3,-9
DEUOPP_GERMANY,12/31/2015,3,-6.218386342,-3.011422638,-7.86163522,5,1,3,1,8,8.3,7.4
DEUPTY_BERLIN,12/31/2015,2,4.035874439,4.035874439,4.035874439,10,5,2,1,3.4,3.4,3.4
DEUPTY_GERMAN,12/31/2015,10,-4.541347879,-2.380952381,-6.753812636,73,7,12,1,3.21,8.3,0
DEUPTY_GERMANY,12/31/2015,4,-2.610889147,-2.176696543,-2.755620015,4,1,4,1,-2.5,0,-10
DEUREF_BAVARIA,12/31/2015,1,-4.223968566,-4.223968566,-4.223968566,10,10,1,1,0,0,0
DEUREF_GERMAN,12/31/2015,4,-6.291629311,-0.775193798,-11.08312343,64,16,5,1,2.7,7.4,-2
DEUREF_GERMANY,12/31/2015,5,-5.271920543,-3.382809803,-6.993006993,19,3,5,1,0.68,4,-2
DEUREL_COLOGNE,12/31/2015,2,0.047236656,0.047236656,0.047236656,10,5,2,1,-2,-2,-2
DEUREL_GERMAN,12/31/2015,12,-1.935702704,2.442002442,-6.028689779,85,7,17,1,3.783333,10,-2
DEUREL_GERMANY,12/31/2015,28,-1.183133914,3.273537129,-4.054054054,79,2,44,1,1.75,7,-2
DEUREL_MUNICH,12/31/2015,1,0.135317997,0.135317997,0.135317997,3,3,1,1,-7.2,-7.2,-7.2
DEUSET_GERMAN,12/31/2015,1,2.857142857,2.857142857,2.857142857,3,3,1,1,3.4,3.4,3.4
DEUSET_GERMANY,12/31/2015,1,2.857142857,2.857142857,2.857142857,2,2,1,1,3.4,3.4,3.4
DEUSPY_GERMAN,12/31/2015,8,-0.214230926,8.441558442,-6.994047619,47,5,10,1,-2.55,1,-10
DEUSPY_GERMANY,12/31/2015,30,-2.623115517,2.540415704,-10.01451379,65,2,37,1,-2.38,7,-5
DEUUAF_GERMAN,12/31/2015,3,-1.636676347,-0.764951321,-2.07253886,12,4,4,1,2.2,2.8,1.9
DEUUAF_GERMANY,12/31/2015,3,-1.636676347,-0.764951321,-2.07253886,12,4,4,1,2.2,2.8,1.9
DIN_DINKA,12/31/2015,3,-10.24182077,-10.24182077,-10.24182077,4,1,3,1,-4.666666,-2,-10
DINCVL_DINKA,12/31/2015,1,-10.24182077,-10.24182077,-10.24182077,1,1,1,1,-2,-2,-2
DIV_MALDIVIAN,12/31/2015,2,1.162646799,3.949579832,-1.624286234,20,10,4,2,1,4,-2
DIVELI_MALDIVIAN,12/31/2015,3,-6.213017751,-6.213017751,-6.213017751,12,4,3,1,-6,-5,-6.5
DIVGOV_MALDIVIAN,12/31/2015,4,-2.533829234,-2.225965886,-3.035714286,26,6,7,1,-3.05,2.8,-5
DIVPTY_MALDIVIAN,12/31/2015,2,1.793721973,1.793721973,1.793721973,10,5,2,1,3,3,3
DJI_DIJBOUTI,12/31/2015,19,-2.745621822,-1.15942029,-4.878452898,57,3,27,1,7,7,7
DJI_DJIBOUTI,12/31/2015,48,-1.90013423,1.875,-8.571428571,379,7,206,4,1.410416,7.4,-10
DJI_JIBUTI,12/31/2015,2,-4.022988506,-4.022988506,-4.022988506,8,4,2,1,-10,-10,-10
DJIGOV_DJIBOUTI,12/31/2015,20,1.842235955,1.842235955,1.842235955,160,8,80,4,2.35,2.8,1.9
DJIGOV_MAHAMOUD ALI YOUSSOUF,12/31/2015,9,-2.794218437,-1.15942029,-4.878452898,29,3,13,1,1,1,1
DMA_DOMINICA,12/31/2015,3,-1.867572156,-1.867572156,-1.867572156,8,2,3,1,-4,-4,-4
DMAGOVBUS_IAN DOUGLAS,12/31/2015,2,-0.779432917,-0.588379823,-0.97048601,24,12,2,1,-0.4,-0.4,-0.4
DNK_AALBORG,12/31/2015,5,1.493506494,3.733766234,0,47,9,7,1,3.3,5,1.9
DNK_AARHUS,12/31/2015,5,2.135292532,3.985507246,1.53256705,30,6,5,1,1.9,3.4,-2
DNK_COPENHAGEN,12/31/2015,114,0.056219047,7.331378299,-8.786610879,759,6,261,2,0.559649,10,-10
DNK_DANE,12/31/2015,58,0.989547283,5.994550409,-7.80141844,597,10,94,1,-0.356896,7.4,-10
DNK_DANISH,12/31/2015,194,-1.29715116,8.333333333,-9.200645911,3110,16,1159,5,1.508247,10,-10
DNK_DENMARK,12/31/2015,628,-0.165064648,9.2039801,-8.757062147,9994,15,2583,4,1.798089,8,-10
DNK_ZEALAND,12/31/2015,2,1.215726,4.702194357,-2.270742358,14,7,2,1,0.95,1.9,0
DNKBUS_COPENHAGEN,12/31/2015,2,6.277056277,6.277056277,6.277056277,16,8,2,1,2.5,2.5,2.5
DNKBUS_DANISH,12/31/2015,2,3.557422969,4.761904762,2.352941176,16,8,2,1,8,8,8
DNKBUS_DENMARK,12/31/2015,6,5.34432146,5.982905983,4.347826087,16,2,8,1,2.9,3.4,1.9
DNKCOP_COPENHAGEN,12/31/2015,1,-8.786610879,-8.786610879,-8.786610879,5,5,1,1,1.9,1.9,1.9
DNKCOP_DANISH,12/31/2015,9,1.736317727,3.626943005,-0.463002658,58,6,15,1,-2.666666,3.4,-10
DNKCOP_DENMARK,12/31/2015,6,-1.005020672,2.070393375,-8.757062147,15,2,11,1,-3.55,3.4,-10
DNKCVL_DANISH,12/31/2015,1,-3.285714286,-3.285714286,-3.285714286,6,6,1,1,-5,-5,-5
DNKCVL_DENMARK,12/31/2015,2,-2.308317003,-1.687763713,-2.928870293,6,3,2,1,1.7,7.4,-4
DNKEDU_AARHUS,12/31/2015,3,-1.273416761,-0.910125142,-2,6,2,3,1,0.266666,0.4,0
DNKEDU_DANE,12/31/2015,1,-4.160399904,-4.160399904,-4.160399904,8,8,2,2,-5,-5,-5
DNKEDU_DANISH,12/31/2015,3,-3.485363881,0.439077936,-5.571428571,21,7,3,1,0,0,0
DNKEDU_DENMARK,12/31/2015,2,0.310613649,0.439077936,0.182149362,12,6,2,1,5,10,0
DNKELI_DENMARK,12/31/2015,5,-3.233359996,3.459368243,-4.906542056,15,3,7,1,2.56,3.4,1.9
DNKELI_POUL NYRUP RASMUSSEN,12/31/2015,1,-1.038062284,-1.038062284,-1.038062284,4,4,1,1,0,0,0
DNKFRO_FAR OER,12/31/2015,1,4.545454545,4.545454545,4.545454545,3,3,1,1,3,3,3
DNKFRO_FAROE,12/31/2015,3,-0.069692317,0.668142212,-0.463499421,65,21,8,2,1.266666,1.9,0
DNKFRO_FAROE ISLANDS,12/31/2015,18,1.404702135,5,-8.791208791,46,2,18,1,1.327777,2.8,-5
DNKFRO_FAROESE ISLANDS,12/31/2015,1,-4.724409449,-4.724409449,-4.724409449,10,10,1,1,-10,-10,-10
DNKGOV_ANDERS FOGH RASMUSSEN,12/31/2015,19,-1.410583012,3.716216216,-7.821901324,244,12,28,1,3.431578,8,-0.4
DNKGOV_DANISH,12/31/2015,7,-1.666377683,2.202643172,-3.333333333,55,7,8,1,2.2,7,-4
DNKGOV_DENMARK,12/31/2015,37,-0.6635397,4.589371981,-8.333333333,250,6,51,1,3.078378,7,-10
DNKGOV_LARS LOKKE RASMUSSEN,12/31/2015,1,-2.928870293,-2.928870293,-2.928870293,5,5,1,1,-4,-4,-4
DNKGOVMIL_DANISH,12/31/2015,3,2.940224436,3.003933099,2.814607543,78,26,9,3,5.2,5.2,5.2
DNKGOVMIL_DENMARK,12/31/2015,1,3.244837758,3.244837758,3.244837758,2,2,1,1,3.4,3.4,3.4
DNKGRL_GREENLAND,12/31/2015,11,-0.677521465,1.917452064,-3.384146341,46,4,11,1,-1.190909,7,-10
DNKGRL_GREENLANDER,12/31/2015,2,0.781690141,1,0.563380282,23,11,2,1,-1.05,1.9,-4
DNKGRLEDU_GREENLAND,12/31/2015,1,1.237623762,1.237623762,1.237623762,2,2,1,1,1.9,1.9,1.9
DNKJUD_DANISH,12/31/2015,1,-5.85443038,-5.85443038,-5.85443038,3,3,1,1,-2,-2,-2
DNKLEG_DANISH,12/31/2015,2,1.966444164,4.347826087,-0.414937759,3,1,2,1,1.9,1.9,1.9
DNKLEG_DENMARK,12/31/2015,2,0.084599335,0.084881637,0.084317032,2,1,2,1,1,1,1
DNKMED_DANISH,12/31/2015,3,-0.271945766,0.900900901,-0.858369099,22,7,3,1,-0.1,2.8,-5
DNKMED_DENMARK,12/31/2015,1,0,0,0,2,2,1,1,7,7,7
DNKREF_DENMARK,12/31/2015,3,0.179126256,2.465753425,-0.964187328,11,3,3,1,2,6,0
DNKREL_DENMARK,12/31/2015,1,0.965838509,0.965838509,0.965838509,2,2,2,2,-2,-2,-2
DNKUAF_DENMARK,12/31/2015,1,-5.309734513,-5.309734513,-5.309734513,1,1,1,1,-10,-10,-10
DOM_DOMINICAN,12/31/2015,96,1.525350232,6,-10.45839324,574,5,119,1,2.20625,7.4,-5
DOM_DOMINICAN REPUBLIC,12/31/2015,130,-2.208909443,6.779661017,-12.78195489,1284,9,310,2,-1.098461,7.4,-10
DOM_SANTO DOMINGO,12/31/2015,10,-3.074186817,3.314393939,-8.040201005,27,2,10,1,1.03,3.4,-5
DOMCOP_DOMINICAN,12/31/2015,3,0.373134328,0.373134328,0.373134328,21,7,3,1,-5,-5,-5
DOMCVL_DOMINICAN,12/31/2015,8,2.396650522,4.112149533,1.824817518,40,5,8,1,2.35,2.8,1.9
DOMCVL_DOMINICAN REPUBLIC,12/31/2015,2,-0.260416667,-0.260416667,-0.260416667,2,1,2,1,2.35,2.8,1.9
DOMGOV_CARLOS MORALES TRONCOSO,12/31/2015,1,1.801801802,1.801801802,1.801801802,2,2,1,1,1.9,1.9,1.9
DOMGOV_DOMINICAN,12/31/2015,3,-1.774069584,1.801801802,-3.562005277,10,3,3,1,-2.7,1.9,-5
DOMJUD_DOMINICAN,12/31/2015,1,-6.612021858,-6.612021858,-6.612021858,20,20,2,2,0,0,0
DOMMED_DOMINICAN,12/31/2015,1,-0.346620451,-0.346620451,-0.346620451,10,10,1,1,4,4,4
DOMREL_DOMINICAN,12/31/2015,13,-1.724824951,8.333333333,-5.815602837,106,8,22,1,2.392307,6,-5
DOMREL_DOMINICAN REPUBLIC,12/31/2015,1,-5.852842809,-5.852842809,-5.852842809,1,1,1,1,-5,-5,-5
DON_DONG,12/31/2015,15,2.653933608,9.430860607,-6.016260163,61,4,19,1,1.54,7,-5
DRU_DRUZE,12/31/2015,3,-4.231547658,-2.179176755,-8.336289464,5,1,3,1,-1.766666,2.8,-10
DZA_ALGERIA,12/31/2015,600,-1.861014383,6.511627907,-15.71428571,6098,10,1690,2,1.810333,8,-10
DZA_ALGERIAN,12/31/2015,131,-2.786524713,4.113924051,-12.62798635,817,6,346,2,0.190076,8,-10
DZA_ALGIERS,12/31/2015,57,-1.795795277,5.454545455,-15.71428571,354,6,62,1,0.533333,8,-10
DZA_BLIDA,12/31/2015,3,-5.144492132,-3.433476395,-6,5,1,3,1,-1.333333,6,-5
DZA_CONSTANTINE,12/31/2015,99,0.058975926,6.409048068,-5.360162572,686,6,134,1,0.770707,7,-10
DZA_HIPPO,12/31/2015,73,-3.40139831,2.43902439,-10.45531197,503,6,87,1,0.386301,10,-10
DZA_ORAN,12/31/2015,5,-1.226935313,6.543643706,-3.174603175,31,6,6,1,-1,3,-2
DZACOP_ALGERIA,12/31/2015,2,1.5625,1.5625,1.5625,2,1,2,1,2.35,2.8,1.9
DZACOP_ALGIERS,12/31/2015,2,1.5625,1.5625,1.5625,12,6,2,1,7,7,7
DZACVL_ALGERIA,12/31/2015,1,1.092043682,1.092043682,1.092043682,2,2,1,1,-2,-2,-2
DZAELI_ALGERIA,12/31/2015,1,1.788908766,1.788908766,1.788908766,1,1,1,1,-2,-2,-2
DZAELI_ALGERIAN,12/31/2015,2,1.788908766,1.788908766,1.788908766,4,2,2,1,-2,-2,-2
DZAGOV_ABDELAZIZ BOUTEFLIKA,12/31/2015,3,-3.707079915,-3.707079915,-3.707079915,3,1,3,1,-0.1,2.8,-5
DZAGOV_ABDELKADER MESSAHEL,12/31/2015,10,0.325048741,1.328903654,-0.700888692,64,6,12,1,2.04,3.5,1
DZAGOV_ABDELMALEK SELLAL,12/31/2015,18,1.95836224,4.268292683,-1.410658307,96,5,18,1,3.322222,6,0.4
DZAGOV_ALGERIA,12/31/2015,16,-4.787507464,5.078125,-9.721030043,52,3,35,2,-2.1875,1,-10
DZAGOV_ALGERIAN,12/31/2015,4,-1.340373767,5.078125,-7.108239095,17,4,4,1,-3.4,1,-10
DZAGOV_ALGIERS,12/31/2015,2,1.149556424,1.788908766,0.510204082,9,4,2,1,5,7,3
DZAGOV_CONSTANTINE,12/31/2015,59,-0.928886685,2.625570776,-4.985337243,290,4,62,1,-1.262711,7.4,-10
DZAGOVBUS_ALGERIA,12/31/2015,1,-1.926444834,-1.926444834,-1.926444834,10,10,1,1,2.8,2.8,2.8
DZAGOVBUS_ALGERIAN,12/31/2015,3,3.016214235,3.319502075,2.409638554,24,8,3,1,2.2,2.8,1.9
DZAJUD_ALGERIA,12/31/2015,7,-5.655891143,-4.964539007,-7.56501182,85,12,17,2,0.814285,5.2,-5
DZALEG_ALGERIA,12/31/2015,4,-4.494382022,-4.494382022,-4.494382022,8,2,4,1,3.175,4,1.9
DZAMIL_ALGERIAN,12/31/2015,1,0,0,0,3,3,1,1,5.2,5.2,5.2
DZAMIL_BLIDA,12/31/2015,1,-6,-6,-6,6,6,1,1,-5,-5,-5
